Cheikh Cheriet,73,CM,ALGERIA,dz,Yes,uncommon,
Achour Mezghiche,73,CM,ALGERIA,dz,Yes,uncommon,
Belkacem Mokhtar,70,CM,ALGERIA,dz,Yes,uncommon,
Ahcene Bendjeddou,67,CM,ALGERIA,dz,Yes,uncommon,
Abdelhalim Kaddour,85,CAM,ALGERIA,dz,Yes,legend,
Sid Abbad,78,CAM,ALGERIA,dz,Yes,rare,
Habib Fadel,70,CAM,ALGERIA,dz,Yes,uncommon,
Othmane Fekir,70,CAM,ALGERIA,dz,Yes,uncommon,
Miloud Redjimi,68,CAM,ALGERIA,dz,Yes,uncommon,
Houari Abderrahim,75,LW,ALGERIA,dz,Yes,rare,
Farouk Yahiaoui,66,LW,ALGERIA,dz,Yes,uncommon,
Salah Abbes,59,LW,ALGERIA,dz,Yes,common,
Imad Belmokhtar,56,LW,ALGERIA,dz,Yes,common,
Karim Belhadef,78,LM,ALGERIA,dz,Yes,rare,
Hamza Aouissi,77,LM,ALGERIA,dz,Yes,rare,
Rabie Benzerga,73,LM,ALGERIA,dz,Yes,uncommon,
Hicham Tebib,69,LM,ALGERIA,dz,Yes,uncommon,
Hakim Arabi,65,LM,ALGERIA,dz,Yes,uncommon,
Azzedine Halfaoui,49,RW,ALGERIA,dz,Yes,common,
Mourad Bouguerra,49,RW,ALGERIA,dz,Yes,common,
Lamri Benrabah,71,RM,ALGERIA,dz,Yes,uncommon,
Abdelghani Bali,70,RM,ALGERIA,dz,Yes,uncommon,
Abdenour Larbi,67,RM,ALGERIA,dz,Yes,uncommon,
Sofiane Boudjema,57,RM,ALGERIA,dz,Yes,common,
Fares Boudour,64,CF,ALGERIA,dz,Yes,common,
Abdelbaki Benattia,62,CF,ALGERIA,dz,Yes,common,
Mahmoud Mehidi,88,ST,ALGERIA,dz,Yes,legend,
Mustapha Benkhelifa,76,ST,ALGERIA,dz,Yes,rare,
Ferhat Ferrah,76,ST,ALGERIA,dz,Yes,rare,
Abdellah Haoui,74,ST,ALGERIA,dz,Yes,uncommon,
Youcef Mehdi,72,ST,ALGERIA,dz,Yes,uncommon,
Francisco Guajardo,83,GK,ARGENTINA,ar,Yes,rare,
Facundo Vilches,80,GK,ARGENTINA,ar,Yes,rare,
Lucas Ballesteros,79,GK,ARGENTINA,ar,Yes,rare,
Cristian Galeano,79,GK,ARGENTINA,ar,Yes,rare,
Adolfo Acosta,78,GK,ARGENTINA,ar,Yes,rare,
Silvio Navarro,87,LB,ARGENTINA,ar,Yes,legend,
Hector Cortes,80,LB,ARGENTINA,ar,Yes,rare,
Ramon Farfan,79,LB,ARGENTINA,ar,Yes,rare,
Salvador Pallero,79,LB,ARGENTINA,ar,Yes,rare,
Miguel Perrone,78,LB,ARGENTINA,ar,Yes,rare,
Cirilo Leon,74,LWB,ARGENTINA,ar,Yes,uncommon,
Alfredo Ferrero,67,LWB,ARGENTINA,ar,Yes,uncommon,
Alberto Loyola,66,LWB,ARGENTINA,ar,Yes,uncommon,
Eduardo Araya,65,LWB,ARGENTINA,ar,Yes,uncommon,
Diego Vilches,56,LWB,ARGENTINA,ar,Yes,common,
Francisco Morales,85,CB,ARGENTINA,ar,Yes,legend,
Guido Aballay,83,CB,ARGENTINA,ar,Yes,rare,
Guillermo Greco,82,CB,ARGENTINA,ar,Yes,rare,
Osvaldo Porta,80,CB,ARGENTINA,ar,Yes,rare,
Maximo Ozan,79,CB,ARGENTINA,ar,Yes,rare,
Ezequiel Marcial,84,RB,ARGENTINA,ar,Yes,rare,
Walter Marquez,82,RB,ARGENTINA,ar,Yes,rare,
Felipe Cabaña,82,RB,ARGENTINA,ar,Yes,rare,
Gustavo Ventura,80,RB,ARGENTINA,ar,Yes,rare,
Ceferino Grasso,76,RB,ARGENTINA,ar,Yes,rare,
Arnaldo Toro,73,RWB,ARGENTINA,ar,Yes,uncommon,
Maximo Puente,71,RWB,ARGENTINA,ar,Yes,uncommon,
Silvio Recalde,69,RWB,ARGENTINA,ar,Yes,uncommon,
Fabricio Benegas,69,RWB,ARGENTINA,ar,Yes,uncommon,
Cristian Liendro,65,RWB,ARGENTINA,ar,Yes,uncommon,
Edgardo Ocampo,82,CDM,ARGENTINA,ar,Yes,rare,
Cecilio Leyes,77,CDM,ARGENTINA,ar,Yes,rare,
Agustin Cerda,77,CDM,ARGENTINA,ar,Yes,rare,
Hugo Chocobar,76,CDM,ARGENTINA,ar,Yes,rare,
Segundo Liendo,75,CDM,ARGENTINA,ar,Yes,rare,
Roberto Delfino,84,CM,ARGENTINA,ar,Yes,rare,
Leonardo Avendaño,82,CM,ARGENTINA,ar,Yes,rare,
Maximiliano Dorado,82,CM,ARGENTINA,ar,Yes,rare,
Hugo Echegaray,79,CM,ARGENTINA,ar,Yes,rare,
Alfredo Almeida,77,CM,ARGENTINA,ar,Yes,rare,
Ariel Ordoñez,87,CAM,ARGENTINA,ar,Yes,legend,
Francisco Montoya,83,CAM,ARGENTINA,ar,Yes,rare,
Vicente Frutos,82,CAM,ARGENTINA,ar,Yes,rare,
Lisandro Oyola,79,CAM,ARGENTINA,ar,Yes,rare,
Pablo Larrosa,79,CAM,ARGENTINA,ar,Yes,rare,
Damian Lucena,77,LW,ARGENTINA,ar,Yes,rare,
Walter Carmona,74,LW,ARGENTINA,ar,Yes,uncommon,
Dante Mareco,72,LW,ARGENTINA,ar,Yes,uncommon,
Patricio Fabian,72,LW,ARGENTINA,ar,Yes,uncommon,
Jorge Bianchi,69,LW,ARGENTINA,ar,Yes,uncommon,
Alberto Zavala,80,LM,ARGENTINA,ar,Yes,rare,
Marcos Ferro,79,LM,ARGENTINA,ar,Yes,rare,
Teofilo Clemente,77,LM,ARGENTINA,ar,Yes,rare,
Elvio Guzman,76,LM,ARGENTINA,ar,Yes,rare,
Maximiliano Aquino,76,LM,ARGENTINA,ar,Yes,rare,
Ignacio Melo,82,RW,ARGENTINA,ar,Yes,rare,
Guillermo Ocampo,80,RW,ARGENTINA,ar,Yes,rare,
Fabricio Crespo,74,RW,ARGENTINA,ar,Yes,uncommon,
Cristobal Piñeiro,72,RW,ARGENTINA,ar,Yes,uncommon,
Gustavo Avendaño,67,RW,ARGENTINA,ar,Yes,uncommon,
Geronimo Lafuente,87,RM,ARGENTINA,ar,Yes,legend,
Ramon Silvero,80,RM,ARGENTINA,ar,Yes,rare,
Luciano Quinteros,80,RM,ARGENTINA,ar,Yes,rare,
Gonzalo Paiva,74,RM,ARGENTINA,ar,Yes,uncommon,
Adrian Franco,72,RM,ARGENTINA,ar,Yes,uncommon,
Horacio Salomon,79,CF,ARGENTINA,ar,Yes,rare,
Roque Zavala,46,CF,ARGENTINA,ar,Yes,common,
Fabian Corvalan,84,ST,ARGENTINA,ar,Yes,rare,
Ricardo Carrasco,82,ST,ARGENTINA,ar,Yes,rare,
Adolfo Tolaba,80,ST,ARGENTINA,ar,Yes,rare,
Jorge Calderon,78,ST,ARGENTINA,ar,Yes,rare,
Eulogio Ovejero,78,ST,ARGENTINA,ar,Yes,rare,
Jacob Neal,79,GK,AUSTRALIA,au,Yes,rare,
Howard Pham,72,GK,AUSTRALIA,au,Yes,uncommon,
Ashleigh Bourke,72,GK,AUSTRALIA,au,Yes,uncommon,
Max O'Shea,72,GK,AUSTRALIA,au,Yes,uncommon,
Ashleigh Gillespie,71,GK,AUSTRALIA,au,Yes,uncommon,
Don Potter,82,LB,AUSTRALIA,au,Yes,rare,
Trevor O'Brien,70,LB,AUSTRALIA,au,Yes,uncommon,
Sean Donald,70,LB,AUSTRALIA,au,Yes,uncommon,
Sam Simpson,69,LB,AUSTRALIA,au,Yes,uncommon,
Rohan Collier,68,LB,AUSTRALIA,au,Yes,uncommon,
Stuart Holland,66,LWB,AUSTRALIA,au,Yes,uncommon,
Alex Marshall,66,LWB,AUSTRALIA,au,Yes,uncommon,
Sandy Johns,60,LWB,AUSTRALIA,au,Yes,common,
David Bateman,89,CB,AUSTRALIA,au,Yes,legend,
Charlie O'Keeffe,86,CB,AUSTRALIA,au,Yes,legend,
George Wagner,82,CB,AUSTRALIA,au,Yes,rare,
Ralph Scott,81,CB,AUSTRALIA,au,Yes,rare,
Patrick Randall,80,CB,AUSTRALIA,au,Yes,rare,
Hamish Simmonds,74,RB,AUSTRALIA,au,Yes,uncommon,
Barry Weeks,71,RB,AUSTRALIA,au,Yes,uncommon,
Derek Harris,70,RB,AUSTRALIA,au,Yes,uncommon,
Harry Brand,70,RB,AUSTRALIA,au,Yes,uncommon,
Rick Haines,69,RB,AUSTRALIA,au,Yes,uncommon,
Peter Little,69,RWB,AUSTRALIA,au,Yes,uncommon,
Darren Watt,68,RWB,AUSTRALIA,au,Yes,uncommon,
Glenn Heath,58,RWB,AUSTRALIA,au,Yes,common,
Gerard McCann,77,CDM,AUSTRALIA,au,Yes,rare,
Ronald Lam,77,CDM,AUSTRALIA,au,Yes,rare,
Mel Daly,77,CDM,AUSTRALIA,au,Yes,rare,
Ricky Haynes,74,CDM,AUSTRALIA,au,Yes,uncommon,
Roger Hudson,73,CDM,AUSTRALIA,au,Yes,uncommon,
Brendan Osborne,77,CM,AUSTRALIA,au,Yes,rare,
Kerry Beck,76,CM,AUSTRALIA,au,Yes,rare,
Neville Sutton,75,CM,AUSTRALIA,au,Yes,rare,
Leao Hobson,73,CM,AUSTRALIA,au,Yes,uncommon,
Kerry Reeves,70,CM,AUSTRALIA,au,Yes,uncommon,
Joe O'Callaghan,76,CAM,AUSTRALIA,au,Yes,rare,
Alex Bailey,75,CAM,AUSTRALIA,au,Yes,rare,
Leao Hilton,75,CAM,AUSTRALIA,au,Yes,rare,
Mick Thornton,71,CAM,AUSTRALIA,au,Yes,uncommon,
Jack Cochrane,68,CAM,AUSTRALIA,au,Yes,uncommon,
Marty Keating,80,LW,AUSTRALIA,au,Yes,rare,
Troy Ho,71,LW,AUSTRALIA,au,Yes,uncommon,
Jan Bailey,68,LW,AUSTRALIA,au,Yes,uncommon,
Sam Howe,66,LW,AUSTRALIA,au,Yes,uncommon,
Jackie Cassidy,65,LW,AUSTRALIA,au,Yes,uncommon,
Tim Walter,85,LM,AUSTRALIA,au,Yes,legend,
Gabrielle Mooney,79,LM,AUSTRALIA,au,Yes,rare,
Carl Best,77,LM,AUSTRALIA,au,Yes,rare,
Ron Baldwin,76,LM,AUSTRALIA,au,Yes,rare,
Ashleigh Sharma,75,LM,AUSTRALIA,au,Yes,rare,
Denis Mercer,71,RW,AUSTRALIA,au,Yes,uncommon,
Nigel Tan,71,RW,AUSTRALIA,au,Yes,uncommon,
Phil Crook,70,RW,AUSTRALIA,au,Yes,uncommon,
Andrew Goodman,57,RW,AUSTRALIA,au,Yes,common,
Clive Castle,56,RW,AUSTRALIA,au,Yes,common,
Mel Fleming,82,RM,AUSTRALIA,au,Yes,rare,
Aaron Lacey,77,RM,AUSTRALIA,au,Yes,rare,
Grant Robb,71,RM,AUSTRALIA,au,Yes,uncommon,
Kristen Currie,68,RM,AUSTRALIA,au,Yes,uncommon,
Roger Eaton,65,RM,AUSTRALIA,au,Yes,uncommon,
Todd Robinson,73,CF,AUSTRALIA,au,Yes,uncommon,
Des Sharp,91,ST,AUSTRALIA,au,Yes,legend,
Roy Atkins,80,ST,AUSTRALIA,au,Yes,rare,
Phil Kendall,78,ST,AUSTRALIA,au,Yes,rare,
Roger Jansen,78,ST,AUSTRALIA,au,Yes,rare,
Donald Hills,75,ST,AUSTRALIA,au,Yes,rare,
Hubert Trummer,81,GK,AUSTRIA,at,Yes,rare,
Helmuth Hödl,79,GK,AUSTRIA,at,Yes,rare,
Gottfried Heim,77,GK,AUSTRIA,at,Yes,rare,
Manfred Riepl,73,GK,AUSTRIA,at,Yes,uncommon,
Goran Klotz,72,GK,AUSTRIA,at,Yes,uncommon,
Ferdinand Reiterer,85,LB,AUSTRIA,at,Yes,legend,
Leonhard Enzinger,81,LB,AUSTRIA,at,Yes,rare,
Marcel Marinkovic,79,LB,AUSTRIA,at,Yes,rare,
Rudolf Thurner,75,LB,AUSTRIA,at,Yes,rare,
Friedrich Nikolic,73,LB,AUSTRIA,at,Yes,uncommon,
Elmar Achleitner,63,LWB,AUSTRIA,at,Yes,common,
Gerhard Baumann,81,CB,AUSTRIA,at,Yes,rare,
Rudolf Jelinek,80,CB,AUSTRIA,at,Yes,rare,
August Luger,78,CB,AUSTRIA,at,Yes,rare,
Philipp Kolar,77,CB,AUSTRIA,at,Yes,rare,
Kurt Lindner,77,CB,AUSTRIA,at,Yes,rare,
Maximilian Strohmaier,79,RB,AUSTRIA,at,Yes,rare,
Philipp Pavlovic,75,RB,AUSTRIA,at,Yes,rare,
Leopold Guggenberger,72,RB,AUSTRIA,at,Yes,uncommon,
Gerold Molnar,70,RB,AUSTRIA,at,Yes,uncommon,
Rainer Pavlovic,69,RB,AUSTRIA,at,Yes,uncommon,
Gabriele Auer,61,RWB,AUSTRIA,at,Yes,common,
Ignaz Horvath,77,CDM,AUSTRIA,at,Yes,rare,
Karl Klement,75,CDM,AUSTRIA,at,Yes,rare,
Adalbert Kohl,74,CDM,AUSTRIA,at,Yes,uncommon,
Erwin Wittmann,74,CDM,AUSTRIA,at,Yes,uncommon,
Sepp Franz,72,CDM,AUSTRIA,at,Yes,uncommon,
Tobias Schinnerl,87,CM,AUSTRIA,at,Yes,legend,
Udo Rupp,79,CM,AUSTRIA,at,Yes,rare,
Gottfried Sagmeister,78,CM,AUSTRIA,at,Yes,rare,
Gottfried Varga,78,CM,AUSTRIA,at,Yes,rare,
Siegfried Wieland,73,CM,AUSTRIA,at,Yes,uncommon,
Ferdinand Werner,79,CAM,AUSTRIA,at,Yes,rare,
Raimund Haslinger,74,CAM,AUSTRIA,at,Yes,uncommon,
Mathias Adler,69,CAM,AUSTRIA,at,Yes,uncommon,
Arno Gutmann,69,CAM,AUSTRIA,at,Yes,uncommon,
Nikolaus Mitrovic,69,CAM,AUSTRIA,at,Yes,uncommon,
Emmerich Müller,91,LW,AUSTRIA,at,Yes,legend,
Raphael Ebner,77,LW,AUSTRIA,at,Yes,rare,
Leopold Buchberger,74,LW,AUSTRIA,at,Yes,uncommon,
Alfred Ertl,74,LW,AUSTRIA,at,Yes,uncommon,
Armin Felber,74,LW,AUSTRIA,at,Yes,uncommon,
Hans-Peter Prinz,79,LM,AUSTRIA,at,Yes,rare,
Dragan Rauscher,73,LM,AUSTRIA,at,Yes,uncommon,
Theodor Oswald,73,LM,AUSTRIA,at,Yes,uncommon,
Lothar Schaffer,71,LM,AUSTRIA,at,Yes,uncommon,
Eugen Pfeifer,70,LM,AUSTRIA,at,Yes,uncommon,
Kurt Gruber,72,RW,AUSTRIA,at,Yes,uncommon,
Walter Müller,67,RW,AUSTRIA,at,Yes,uncommon,
Helmuth Lettner,64,RW,AUSTRIA,at,Yes,common,
Marko Hofmann,52,RW,AUSTRIA,at,Yes,common,
Walter Oswald,48,RW,AUSTRIA,at,Yes,common,
Eugen Binder,79,RM,AUSTRIA,at,Yes,rare,
Bernhard Schuller,75,RM,AUSTRIA,at,Yes,rare,
Roman Mann,68,RM,AUSTRIA,at,Yes,uncommon,
Erich Klinger,67,RM,AUSTRIA,at,Yes,uncommon,
Bernhard Ritter,61,RM,AUSTRIA,at,Yes,common,
Marko Doppler,60,CF,AUSTRIA,at,Yes,common,
Günther Hirsch,83,ST,AUSTRIA,at,Yes,rare,
Claus Marinkovic,82,ST,AUSTRIA,at,Yes,rare,
Alois Fasching,81,ST,AUSTRIA,at,Yes,rare,
Ferdinand Draxler,79,ST,AUSTRIA,at,Yes,rare,
Gerhard Probst,78,ST,AUSTRIA,at,Yes,rare,
Jaak Faes,87,GK,BELGIUM,be,Yes,legend,
Emiel Verhoeven,81,GK,BELGIUM,be,Yes,rare,
Jean-Marie Humblet,78,GK,BELGIUM,be,Yes,rare,
Luc Naert,78,GK,BELGIUM,be,Yes,rare,
Marcel Vanlerberghe,76,GK,BELGIUM,be,Yes,rare,
Roland Lefèvre,78,LB,BELGIUM,be,Yes,rare,
Davy de Vlieger,75,LB,BELGIUM,be,Yes,rare,
Gunther Vereecke,73,LB,BELGIUM,be,Yes,uncommon,
Jean-Pierre Laloux,71,LB,BELGIUM,be,Yes,uncommon,
Geert Vangeel,68,LB,BELGIUM,be,Yes,uncommon,
Maurice Caudron,54,LWB,BELGIUM,be,Yes,common,
Stijn Bah,51,LWB,BELGIUM,be,Yes,common,
Pierre Rombouts,49,LWB,BELGIUM,be,Yes,common,
Jules Legros,81,CB,BELGIUM,be,Yes,rare,
Dimitri Torfs,80,CB,BELGIUM,be,Yes,rare,
Michel Vergauwen,79,CB,BELGIUM,be,Yes,rare,
Lieven Vandermeulen,78,CB,BELGIUM,be,Yes,rare,
Vincent Deville,78,CB,BELGIUM,be,Yes,rare,
Jurgen Moreels,84,RB,BELGIUM,be,Yes,rare,
Patrick de Troyer,83,RB,BELGIUM,be,Yes,rare,
Frédéric Seynaeve,77,RB,BELGIUM,be,Yes,rare,
Glenn Vergote,77,RB,BELGIUM,be,Yes,rare,
Werner Sanchez,72,RB,BELGIUM,be,Yes,uncommon,
Tom de Wulf,87,RWB,BELGIUM,be,Yes,legend,
Franky Verhaeghe,72,RWB,BELGIUM,be,Yes,uncommon,
Jaak van de Putte,70,RWB,BELGIUM,be,Yes,uncommon,
Jean-Michel Spruyt,84,CDM,BELGIUM,be,Yes,rare,
Fabrice Delcourt,82,CDM,BELGIUM,be,Yes,rare,
Christophe van Loock,75,CDM,BELGIUM,be,Yes,rare,
René Heyvaert,75,CDM,BELGIUM,be,Yes,rare,
Pierre van Roy,72,CDM,BELGIUM,be,Yes,uncommon,
Hans Humblet,78,CM,BELGIUM,be,Yes,rare,
Pieter Flament,78,CM,BELGIUM,be,Yes,rare,
Mathieu de Wulf,76,CM,BELGIUM,be,Yes,rare,
Jean-Claude Schoeters,75,CM,BELGIUM,be,Yes,rare,
Anthony Naessens,73,CM,BELGIUM,be,Yes,uncommon,
Wilfried Gillet,76,CAM,BELGIUM,be,Yes,rare,
Rik Konings,76,CAM,BELGIUM,be,Yes,rare,
Erik van Gorp,76,CAM,BELGIUM,be,Yes,rare,
Fabrice Windels,73,CAM,BELGIUM,be,Yes,uncommon,
Benjamin Servais,69,CAM,BELGIUM,be,Yes,uncommon,
Jean-Michel van Bogaert,81,LW,BELGIUM,be,Yes,rare,
René Closset,74,LW,BELGIUM,be,Yes,uncommon,
Frédéric Stas,73,LW,BELGIUM,be,Yes,uncommon,
Bruno Hofmans,66,LW,BELGIUM,be,Yes,uncommon,
Romain Simoens,63,LW,BELGIUM,be,Yes,common,
Davy Paulus,85,LM,BELGIUM,be,Yes,legend,
Didier Peetermans,85,LM,BELGIUM,be,Yes,legend,
Emile de Winter,84,LM,BELGIUM,be,Yes,rare,
Jurgen Verdonck,80,LM,BELGIUM,be,Yes,rare,
Jean-Paul Bossuyt,78,LM,BELGIUM,be,Yes,rare,
Xavier van Dessel,78,RW,BELGIUM,be,Yes,rare,
Tim Verplancke,68,RW,BELGIUM,be,Yes,uncommon,
Pascal Tack,66,RW,BELGIUM,be,Yes,uncommon,
Etienne de Decker,64,RW,BELGIUM,be,Yes,common,
Guy Cooreman,62,RW,BELGIUM,be,Yes,common,
Gustaaf Reynaert,78,RM,BELGIUM,be,Yes,rare,
Rudi Verhaeghe,74,RM,BELGIUM,be,Yes,uncommon,
Jan Minet,72,RM,BELGIUM,be,Yes,uncommon,
Pascal van Gorp,72,RM,BELGIUM,be,Yes,uncommon,
Jacques Delattre,71,RM,BELGIUM,be,Yes,uncommon,
Johan Paul,62,CF,BELGIUM,be,Yes,common,
Hendrik Renard,60,CF,BELGIUM,be,Yes,common,
Patrick Rogiers,56,CF,BELGIUM,be,Yes,common,
Patrick Deroo,79,ST,BELGIUM,be,Yes,rare,
Ludo Gillard,78,ST,BELGIUM,be,Yes,rare,
Olivier Sanders,78,ST,BELGIUM,be,Yes,rare,
Geoffrey Winters,75,ST,BELGIUM,be,Yes,rare,
Bert Luyckx,73,ST,BELGIUM,be,Yes,uncommon,
Rodolfo Vicente,84,GK,BRAZIL,br,Yes,rare,
Caio de Holanda,83,GK,BRAZIL,br,Yes,rare,
Reginaldo Severino,79,GK,BRAZIL,br,Yes,rare,
Vanderlei de Resende,78,GK,BRAZIL,br,Yes,rare,
Valdemar Catarino,78,GK,BRAZIL,br,Yes,rare,
Washington Caldas,84,LB,BRAZIL,br,Yes,rare,
Willian Dionizio,80,LB,BRAZIL,br,Yes,rare,
Milton Fernandez,79,LB,BRAZIL,br,Yes,rare,
Evandro Alves,78,LB,BRAZIL,br,Yes,rare,
Juarez Zago,78,LB,BRAZIL,br,Yes,rare,
Afonso Medina,75,LWB,BRAZIL,br,Yes,rare,
Gilson de Mello,62,LWB,BRAZIL,br,Yes,common,
Rodrigo Custodio,58,LWB,BRAZIL,br,Yes,common,
Eduardo da Trindade,56,LWB,BRAZIL,br,Yes,common,
Valmir Silvestre,85,CB,BRAZIL,br,Yes,legend,
Marcus de Rezende,83,CB,BRAZIL,br,Yes,rare,
Claudinei do Carmo,83,CB,BRAZIL,br,Yes,rare,
Vanderlei Felix,82,CB,BRAZIL,br,Yes,rare,
Matheus de Franca,80,CB,BRAZIL,br,Yes,rare,
Silvio da Motta,82,RB,BRAZIL,br,Yes,rare,
Edson Laurindo,82,RB,BRAZIL,br,Yes,rare,
Ronaldo Flores,80,RB,BRAZIL,br,Yes,rare,
Diego Domingos,78,RB,BRAZIL,br,Yes,rare,
Gustavo Lustosa,77,RB,BRAZIL,br,Yes,rare,
Arnaldo Rufino,78,RWB,BRAZIL,br,Yes,rare,
Diego Gregorio,74,RWB,BRAZIL,br,Yes,uncommon,
Claudinei Cortez,68,RWB,BRAZIL,br,Yes,uncommon,
Nivaldo Lobato,66,RWB,BRAZIL,br,Yes,uncommon,
Isaias Quaresma,63,RWB,BRAZIL,br,Yes,common,
Jair dos Prazeres,82,CDM,BRAZIL,br,Yes,rare,
Mauro Matias,79,CDM,BRAZIL,br,Yes,rare,
Cleiton Roseno,77,CDM,BRAZIL,br,Yes,rare,
Vanderlei da Guia,77,CDM,BRAZIL,br,Yes,rare,
Murilo Gama,77,CDM,BRAZIL,br,Yes,rare,
Alex Theodoro,85,CM,BRAZIL,br,Yes,legend,
Tiago Cortez,84,CM,BRAZIL,br,Yes,rare,
Mauricio Vitor,82,CM,BRAZIL,br,Yes,rare,
Valdemir Manhaes,82,CM,BRAZIL,br,Yes,rare,
Arthur Quintanilha,82,CM,BRAZIL,br,Yes,rare,
Rodrigo Boaventura,85,CAM,BRAZIL,br,Yes,legend,
Kauan Das Chagas,83,CAM,BRAZIL,br,Yes,rare,
Bruno Marin,82,CAM,BRAZIL,br,Yes,rare,
Juliano Mello,82,CAM,BRAZIL,br,Yes,rare,
Juliano Froes,77,CAM,BRAZIL,br,Yes,rare,
Filipe Ortega,82,LW,BRAZIL,br,Yes,rare,
Claudinei de Sousa,82,LW,BRAZIL,br,Yes,rare,
Wesley Rego,71,LW,BRAZIL,br,Yes,uncommon,
Ramon Schultz,70,LW,BRAZIL,br,Yes,uncommon,
Valdemar Bomfim,70,LW,BRAZIL,br,Yes,uncommon,
Enzo Magalhaes,83,LM,BRAZIL,br,Yes,rare,
Jean Peres,83,LM,BRAZIL,br,Yes,rare,
Mauro Teles,80,LM,BRAZIL,br,Yes,rare,
Geraldo Fragoso,79,LM,BRAZIL,br,Yes,rare,
Enzo de Sales,76,LM,BRAZIL,br,Yes,rare,
Michele Raposo,74,RW,BRAZIL,br,Yes,uncommon,
Arthur Taveira,71,RW,BRAZIL,br,Yes,uncommon,
Edvaldo Muller,70,RW,BRAZIL,br,Yes,uncommon,
Filipe Sántos,69,RW,BRAZIL,br,Yes,uncommon,
Davi Pedroso,67,RW,BRAZIL,br,Yes,uncommon,
Marcus Marquês,82,RM,BRAZIL,br,Yes,rare,
Severino Neris,82,RM,BRAZIL,br,Yes,rare,
Agnaldo Peres,82,RM,BRAZIL,br,Yes,rare,
Edvaldo Taborda,79,RM,BRAZIL,br,Yes,rare,
Artur do Prado,78,RM,BRAZIL,br,Yes,rare,
Arlindo Terto,94,CF,BRAZIL,br,Yes,legend,
Valdemar Dias,77,CF,BRAZIL,br,Yes,rare,
Orlando Cassiano,73,CF,BRAZIL,br,Yes,uncommon,
Felipe Porto,70,CF,BRAZIL,br,Yes,uncommon,
Edvaldo Porfirio,69,CF,BRAZIL,br,Yes,uncommon,
Rubens Guerra,86,ST,BRAZIL,br,Yes,legend,
Juarez de Paulo,83,ST,BRAZIL,br,Yes,rare,
Adriano Luciano,83,ST,BRAZIL,br,Yes,rare,
Osmar Vale,83,ST,BRAZIL,br,Yes,rare,
Afonso de Sales,82,ST,BRAZIL,br,Yes,rare,
Eugene Lewis,74,GK,CANADA,ca,Yes,uncommon,
Art Caldwell,68,GK,CANADA,ca,Yes,uncommon,
Bob Porter,67,GK,CANADA,ca,Yes,uncommon,
Stanley Bissonnette,66,GK,CANADA,ca,Yes,uncommon,
Luc Coleman,61,GK,CANADA,ca,Yes,common,
Ken Langevin,78,LB,CANADA,ca,Yes,rare,
Brent Chevalier,72,LB,CANADA,ca,Yes,uncommon,
Robin Gregory,69,LB,CANADA,ca,Yes,uncommon,
Ryan Vachon,67,LB,CANADA,ca,Yes,uncommon,
Rob Richardson,66,LB,CANADA,ca,Yes,uncommon,
Guy Brousseau,78,LWB,CANADA,ca,Yes,rare,
